ALL VALUES ARE ARE LOG(2) [EXPRESSION RATIOS] 					Experimental treatment:	15 microg/ml Nor, 2 min	15 microg/ml Nor, 5 min	15 microg/ml Nor, 10 min	15microg/ml Nor, 20 min	15 microg/ml Nor, 30 min	50 microg/ml Nor, 2 min	50 microg/ml Nor, 5 min	50 microg/ml Nor, 10 min	50 microg/ml Nor, 20 min	50 microg/ml Nor, 30 min	42º C, 2 min	42º C, 5 min	42º C, 10 min	42º C, 20 min	42º C, 2 min	42º C, 5 min	42º C, 10 min	42º C, 20 min	15 microg/ml Nor, 2 min	15 microg/ml Nor, 3 min	15 microg/ml Nor, 4 min	15 microg/ml Nor, 5 min	15 microg/ml Nor, 7 min	15 microg/ml Nor, 10 min	15 microg/ml Nor, 15 min	15 microg/ml Nor, 20 min	15 microg/ml Nor, 30 min	50 microg/ml Nor, 2 min	50 microg/ml Nor, 5 min	50 microg/ml Nor, 10 min	50 microg/ml Nor, 20 min	50 microg/ml Nor, 30 min	20 microg/ml Novo, 5 min	50 microg/ml Novo, 5 min	200 microg/ml Novo, 5 min
ydjA 	b1765	orf,_hypothetical_protein	-0.692872075	0.02	-5.6438561898	0.7049	0.6508	0.3448	0.2265	0.7655	0.6323	0.2987	0.139827	0.9928	0.9928	-0.2863	-0.074	0.2987	0.08406	-0.4739	-0.152	0.6508	-0.454	-0.05889	-0.45895	-0.5353	-0.9159	-0.81185	-0.9714	-1.136	-0.5353	-0.4717	-0.889	-0.8625	-2.396	1.637	-2.396	-0.8625	-1.184	-1.515
sspB 	b3228	stringent_starvation_protein_B	0.568352799	0.02	-5.6438561898	-0.2515	0.2016	-0.02915	-0.3959	-0.1681	0	0.3103	0.3561	-0.2688	-0.2863	-0.3219	-0.1361	0.251	0.111	1.17	1.084	0.4854	0.8797	0.8953	-0.53185	-0.074	1.007	0.1692	1.551	0.93475	0.7824	0.4078	0.1506	0.2265	0.585	0.4854	0.05658	1.57	1.623	0.856
holC 	b4259	DNA_polymerase_III,_chi_subunit	-0.764153053	0.020375	-5.6170561304	0	0.1243	0.02857	0.4854	0.2388	0.111	-0.05889	0.1243	0.5753	-0.05889	-0.3959	0.4542	0.6135	0.09761	-0.1047	0.1375	0.546	0.4222	-0.1047	-0.266	-0.3219	-0.6897	-0.63375	-1.322	-0.7014	-1.12	-0.34485	-0.5564	-0.889	-0.3585	-1.252	-1.12	-0.5995	-0.9714	-1.029
yfcA 	b2327	putative_structural_protein	0.618458048	0.020375	-5.6170561304	-0.7612	-0.2863	-0.074	-0.5353	-0.415	-0.1844	-0.6215	-0.2863	-0.3771	-0.415	-0.1361	0.01436	0.2141	0.3219	1.417	0.1243	0.6041	0.5361	0.09761	0.23255	0.08406	0.01436	0.4005	0.5558	0.39205	0.4854	0.38275	-0.454	-0.1047	0.1763	0.2141	0.6508	0.5558	0.2265	0.3674
b0011 	b0011	putative_oxidoreductase	0.738341676	0.021375	-5.5479317698	-0.1047	-0.415	0.1506	-0.1361	0.3448	-0.7859	-0.7131	0.4005	-0.8365	-0.8625	0.1375	-0.074	0.5753	0.4114	0.6135	0.3103	0.6229	0.4005	0.3674	0.2612	0.09761	0.5753	0.4762	0.84	0.5216	0.5558	0.5975	0.4222	0.8718	0.7991	1.118	0.8074	0.696	1.118	1.551
msbB 	b1855	suppressor_of_htrB,_heat_shock_protein	-0.556644147	0.0215	-5.53951953	0.02857	0.189	-0.2009	-0.6666	-0.737	-0.04394	-0.152	-0.2688	-0.5995	-0.7131	-0.3219	-0.2515	0.1243	-0.074	-1.152	-0.6439	-0.7612	-0.5146	-1.599	-1.5475	-1.786	-2.12	-1.4785	-1.556	-1.582	-2.12	-0.609	0.05658	-0.3401	-1.434	-0.8625	-0.152	-1.434	-2.837	-0.454
yehX 	b2129	putative_ATP-binding_component_of_a_transport_system	0.589311364	0.0215	-5.53951953	-0.2515	-0.4344	-0.0145	-0.1047	0.07039	-0.08927	-0.2863	-0.3585	-0.3771	0.2016	0.4647	0.02857	0.1506	-0.6215	2.379	1.104	0.2388	0.669	0.1506	0.40735	0.04264	0.5261	0.54935	0.8074	0.51245	0.433	0.23755	0.5558	0.7991	0.6041	1.104	1.761	0.1243	0.516	-0.08927
ykgG 	b0308	putative_transporter	0.616376827	0.022	-5.506352666	-0.6897	0.04264	-0.6897	-0.454	-0.1203	-0.3959	-1.059	-0.5564	-0.2515	-0.6215	-0.1844	0.8953	-0.1681	-0.7859	0.433	1.111	0.5753	0.856	0.263	0.4005	0.2388	0.3561	0.6684	0.7398	0.78105	0.6781	0.258	0.7225	0.3785	2.498	0.433	0.4854	-0.3771	0.09761	-0.2515
emrY 	b2367	multidrug_resistance_protein_Y	0.71541599	0.022125	-5.4981787346	0.585	-0.7131	-0.2863	1.104	-0.05889	-0.7131	-1.474	-0.9714	0.07039	-0.6666	-0.1361	0.2141	0.3448	0.1506	1.417	1.354849	1.111	0.9635	-0.04394	0.16173	0.2987	0.5656	0.71725	0.9782	0.8319	1.367	0.31615	0.1635	1.144	2.124	2.275	2.17	0.6599	1.245	1.077
yfaA 	b2230	orf,_hypothetical_protein	0.710441752	0.02225	-5.4900508537	0.05658	-0.1047	0.04264	-1.089	-0.415	-0.152	-0.737	0.02857	-1.252	-1.358	-1.599	0.2987	-1.12	-0.737	1.305	-0.152	-0.4344	0.251	-0.1047	0.22573	-0.074	0.585	0.3334	1.029	0.40735	0.433	0.23235	0.9709	1.674	1.74	2.433	1.86	0.189	0.068794	0.189
selD 	b1764	selenophosphate_synthase,_H(2)Se_added_to_acrylyl-tRNA	-0.725603702	0.0225	-5.4739311883	0.07039	0.3219	-0.074	0.4854	0.433	0.3219	0.08406	0.263	0.3785	0.3448	0.07039	-0.1361	-0.074	0.2265	-0.1361	-0.074	0.1243	-0.05889	0.2265	-0.64825	-0.6666	-0.6215	-0.99775	-1.089	-1.501	-0.9159	-0.0922	0.2987	0.6599	-0.6439	-1.218	-1.029	-0.3771	-0.6666	-1.059
aas 	b2836	2-acyl-glycerophospho-ethanolamine_acyltransferase;_acyl-acyl-carrier_protein_synthetase	-0.648028205	0.02275	-5.4579896445	-0.1681	-0.3219	0.1635	-0.1047	-0.1203	-0.074	-0.152	-0.2515	-0.02915	-0.1047	-0.3401	-0.3219	0.5361	0.1763	-0.3401	0.4854	-0.1047	-0.4941	-0.9434	-0.5896	-0.9434	-1.184	-0.44445	-1	-0.55705	-1.152	-0.5	-0.6439	-1.218	-1.029	-0.5778	-0.3585	-0.4344	-0.3959	-1.059
nrdG 	b4237	anaerobic_ribonucleotide_reductase_activating_protein	0.618133772	0.02325	-5.4266254736	0.2141	-0.6439	-0.3401	-0.3771	-0.08927	-0.6897	-0.2176	-0.9159	-0.9159	-1.029	-0.6897	-0.2688	-0.7859	0.07039	0.7225	-0.2345	0.4005	1.438	-0.2345	0.3785	0.3219	-0.454	0.35595	0.1375	0.36665	0.7312	0.1315	0.7824	-0.4941	0.2016	-0.2176	-0.304	0.4542	1.195	0.6599
b1604 	b1604	orf,_hypothetical_protein	-0.669773864	0.023375	-5.4188898248	0.1635	0.3103	0.189	0.2388	0.01436	0.516	0.2016	0.2869	0.111	-0.2863	-0.1681	-0.7131	-0.5353	-0.415	-0.6439	-1.322	-1.152	-1.322	0.2388	-0.58355	-0.6897	-0.7131	-0.5752	-1.286	-0.93745	-0.5995	-0.34485	0.05658	-0.1047	-0.7859	-0.4739	-0.7859	-0.4739	-0.7859	-1.218
nfnB 	b0578	oxygen-insensitive_NAD(P)H_nitroreductase	-0.726940067	0.023625	-5.4035418604	-0.2345	0.08406	-0.3959	-0.05889	-0.2176	0.4854	0.2388	0.251	0.4114	0.3785	0.111	0.111	0.2388	0.4751	-0.5778	-0.5995	-0.6666	-0.6439	0.4436	-0.06015	0.05658	0.1375	-0.5355	-0.7131	-0.88995	-0.7612	-0.679	-0.152	-0.4344	-1.396	-1.396	-1.152	0	-0.1361	-0.9159
secD 	b0408	protein_secretion;_membrane_protein,_part_of_the_channel	-0.63907439	0.02375	-5.3959286763	0.04264	0.3674	0.3674	-0.0145	-0.2345	0.4854	0.585	0.111	0.111	0.111	-0.4344	-0.2863	0.04264	-0.1844	-0.2863	-0.5353	-0.3959	0.263	-0.152	-2.4285	-2.252	-0.7131	-2.7495	-0.8365	-2.644	-0.9434	-0.32195	-1.644	-2.644	-3.644	-2.644	-1.889	0.02857	0.02857	-0.5564
b2255 	b2255	putative_transformylase	0.609716884	0.02375	-5.3959286763	-0.1844	-0.415	-0.3585	-0.2009	-0.152	-0.5778	-0.4344	-0.5778	-0.6215	-0.811	0.6871	0.4436	0.3219	0.1243	0.8875	1.31	1.07	0.3561	0.2987	0.02829	-0.1844	1.465	0.360255	1.39	0.5849	0.251	0.1255	1.021	1.111	1.449	1.856	1.428	0.1635	0.2869	-0.2176
smf_2 	b3285	orf,_fragment_2	-0.727556942	0.024125	-5.3733272474	0.08406	0.09761	0.04264	0.5059	0.585	-0.002469	0.1243	-0.2345	1.251	0.774	0.8319	0.419681	2.989	-0.4941	-0.152	-0.3959	-0.5353	-0.7131	-0.3401	-0.3661	-0.3771	-0.8365	-0.276495	-0.6215	-0.58895	0.2869	-0.737	-1.644	-1.059	-2.322	-1.252	-1.556	-1.029	-1.737	-1.849525
holE 	b1842	DNA_polymerase_III,_theta_subunit	-0.64008679	0.024125	-5.3733272474	-0.2009	0.07039	-0.02915	-0.02915	0.01436	0.251	0.1635	0.3334	0.251	0.263	0.7908	0.4436	0.9411	0.2016	-0.9159	0.2265	-0.05889	-0.152	-0.7131	-0.233185	-0.5146	-0.5146	-0.32295	-1.252	-0.37015	-0.6897	-0.43125	-0.3401	-0.7859	-1.152	-0.6439	-0.5564	-3.059	-3.059	-2.729669
kdsB 	b0918	CTP:CMP-3-deoxy-D-manno-octulosonate_transferase	-0.75640963	0.024125	-5.3733272474	-0.3585	0.2869	0.02857	-0.2009	0.05658	0.4751	0.4436	0.3448	0.3896	0.3103	0.433	-0.2009	0.5059	0.263	0.2265	0.02857	0.516	0.08406	0.01436	-0.3151	-0.3959	-0.2176	-0.53125	-1.184	-0.81655	-1.556	-0.592	-0.7131	-1.474	-2	-1.69	-1.322	-0.1047	-0.6897	-1.089
gpsA 	b3608	glycerol-3-phosphate_dehydrogenase_(NAD+)	-0.687131242	0.024125	-5.3733272474	0.3334	-0.2176	-0.2345	1.036	0.04264	0.2987	-0.4344	-0.3585	0.3219	0.3561	0.1635	-0.2009	-0.1681	-0.1361	-0.811	-0.454	-0.1844	-0.1203	0.02857	-1.0317	-0.811	-0.7612	-1.5445	-1.184	-2.322	-1.286	-0.7995	-0.304	-0.6439	0.01436	-0.8625	-0.6439	-0.3585	-0.7131	-0.9714
eaeH 	b0297	attaching_and_effacing_protein,_pathogenesis_factor	0.732864836	0.024125	-5.3733272474	-0.4739	-1.12	0.2016	-0.2515	0.2388	-1.12	-0.737	-0.2345	-0.6215	-0.5995	-0.2345	0.2987	-0.5146	-1.152	0.05658	-0.454	-0.5353	-0.415	0.2265	0.3135	0.4542	0.3103	0.52185	0.546	0.74835	0.4542	0.23755	0.9336	0.4436	0.9486	0.8718	0.774	0.2869	0.2987	0.5059
insB_3 	b0274	IS1_protein_InsB	-0.679484435	0.02425	-5.3658714425	-0.2688	-0.2345	-0.3401	0.3334	-0.1844	-0.1681	0.2016	0.09761	0.2869	0.251	0.7824	0.3219	0.275	0.5059	0.05658	0.1375	0.111	0.01436	-0.6897	-0.74685	-0.5146	-0.6666	-0.7495	-0.7859	-0.59965	-0.5995	-0.19795	-0.889	-0.4344	-0.2009	-0.1047	-0.3585	-0.6897	-0.7131	-1.12
leuD 	b0071	isopropylmalate_isomerase_subunit	0.732701266	0.025	-5.3219280949	-0.5778	-0.4739	-0.1681	-0.9714	0.1635	-0.08927	-0.4739	0.111	-0.2176	-0.4941	-0.08927	0	0.1243	-0.2863	0.3103	0.04264	-0.05889	-0.1361	-0.04394	0.11644	0.251	0.189	0.4851	0.3674	0.32575	0.4957	0.5385	0.3219	0	0.4114	1.007	1.104	0.4114	0.1763	0.189
gabP 	b2663	transport_permease_protein_of_gamma-aminobutyrate	0.698241384	0.025	-5.3219280949	-0.4941	-0.5146	-0.1047	-0.2176	0.2141	-0.3585	-0.3585	-0.2863	-0.5353	-0.2009	-0.304	0.3103	0.6135	0.4542	0.8237	0.6508	0.3219	0.6871	0.01436	0.2491	0.05658	0.1763	0.5792	0.189	0.4002	0.1243	0.06875	0.6508	0.3785	0.7312	0.9184	1.151	1.124	1.367	1.618
elaA 	b2267	orf,_hypothetical_protein	-0.655816421	0.025625	-5.2863041852	-0.1681	0	-0.2863	-0.08927	0.2265	0.1506	0.2869	-0.152	0.1506	-0.074	-0.1361	0.585	0.2141	1.021	-0.1681	-0.5564	-0.889	-0.5995	0.1506	-0.35775	-0.1047	0.2265	-0.2688	-0.811	-0.3058	-1.184	-0.12575	-1.12	-1.556	-1.396	-0.7612	-0.0145	-1.029	-1.556	-1.515
mfd 	b1114	transcription-repair_coupling_factor;_mutation_frequency_decline	-0.690850393	0.026	-5.2653445665	-0.5146	0.1763	-0.152	0.6508	0.07039	0.2265	0	0.2141	0.757	0.2388	0.696	1.864	0.6415	1.118	-0.04496	1.438	0.208293	0.774	-0.3585	-1.502	-1.786	-0.7612	-2	-0.7131	-1.786	-1.434	-0.43125	-0.8365	-1.599	-0.2515	-2.322	-1.786	-3.644	-1.531909	-1.996643
ygbI 	b2735	putative_DEOR-type_transcriptional_regulator	0.651568985	0.026	-5.2653445665	-0.05889	0.01436	-0.3401	-0.4344	-0.1361	-0.1047	-0.2863	-0.1844	0.2987	0.05658	-0.7859	-0.05889	-0.1361	-0.3585	0.02857	2.094	0.2141	0.585	-0.1361	0.26055	0.251	-0.1047	0.38375	0.6229	0.41895	0.4436	0.31145	-0.454	0.5945	0.696	0.7824	0.7991	1.07	1.263	0.546
yjiC 	b4325	orf,_hypothetical_protein	0.633547353	0.027375	-5.1909972251	-0.1047	-0.5778	0.02857	-0.3771	-0.0145	-0.3771	-0.6439	-0.4344	-0.6215	-0.3585	0.84	1.604	0.3103	0.2265	2.305	1.077	2.084	1.727	0.4222	0.268	0.3219	0.7485	0.3448	0.7485	0.31475	0.9561	0.37425	1.021	0.9184	1.367	1.782	0.7655	1.233	1.674	1.628
rfaZ 	b3624	lipopolysaccharide_core_biosynthesis	0.674914769	0.02775	-5.1713684183	0.4751	0.9107	0.926	-0.1047	0.01436	0.1375	0.1763	0.07039	-0.2515	-0.5353	-0.811	0.08406	-0.811	-0.9434	0.4114	0.2869	0.8718	0.516	0.848	0.54645	0.1763	1.526	0.7431	0.8074	0.95075	1.202	0.8045	0.8319	2.025	1.47	0.9561	0	1.852	2.154	2.087
crcA 	b0622	orf,_hypothetical_protein	0.59314611	0.02775	-5.1713684183	-0.9434	0.04264	-0.08927	-0.2345	-0.2009	0.04264	0.08406	0.1243	-0.1844	-0.2515	0.516	0.8074	-0.3585	0.2016	2.104	0.6041	0.8319	2	1.287	0.51375	0.6871	2.616	0.5558	2.091	0.6038	1.651	0.967	-0.415	-0.415	0.07039	0.8953	0.8156	2.838	3.165	2.891
yheE 	b3324	putative_general_secretion_pathway_for_protein_export_(GSP)	0.582438612	0.02825	-5.1456053222	-0.6439	-0.454	0.04264	-0.5353	-0.08927	-0.2688	-0.6897	-1.029	-1.152	-0.889	0.1375	1.183	0.1763	-0.074	1.575	2.007	1.678	1.021	0.2869	0.193	0.6041	0.5753	0.29005	0.696	0.37265	0.9855	0.348	1.195	0.9411	1.511	2	0.774	-0.1844	0.01436	-0.2863
uxaB 	b1521	altronate_oxidoreductase	0.72659133	0.028375	-5.1392357974	-0.2515	-0.304	0.02857	-0.2345	0.07039	-0.5146	-0.7131	-0.7131	-0.7859	-1.12	-0.1681	-0.6215	-0.3959	-0.6215	-0.074	-0.3585	-0.6666	-0.2688	-0.0145	0.40735	0.2016	0.5656	0.56745	0.09761	0.6124	-0.2345	0.16095	0.7655	0.7655	1.07	1.367	1.043	-0.3585	0.05658	0.2141
gloA 	b1651	lactoylglutathione_lyase	-0.741927474	0.030125	-5.0528949484	0.275	-0.05889	-0.05889	-0.2176	-0.1047	0.4114	0.111	0.3103	0	0.3334	0.3785	0.07039	-0.2345	0.696	-0.2176	-0.05889	-0.2009	-0.8625	0.1635	-0.282	-0.454	-0.3401	-0.39295	-0.4739	-0.44825	-1.152	-0.24705	0.2869	-0.5564	-0.3219	-0.737	-0.4739	-0.152	-0.7131	-1.515
xerD 	b2894	site-specific_recombinase	-0.622975535	0.030625	-5.0291463457	-0.152	0.3785	0.4114	0.4005	0.2869	0.111	0.2388	0.3785	0.4114	0.4222	0.9486	0.774	-0.1203	0.5558	0.263	-0.1361	-0.2688	0.1243	-0.02915	-0.4409	-0.7131	-0.3959	-0.193825	-0.2863	0.011805	-0.2009	-0.2075	-0.04394	0.05658	0.3448	0.2987	-0.05889	-1	-1.12	-0.811
secE 	b3981	preprotein_translocase	-0.712794644	0.0315	-4.9885043612	0.1375	0.433	0.1506	-0.7859	-0.9714	0.5945	0.3448	0.757	-0.4941	-0.4739	0.3561	-0.454	-0.05889	-0.8365	-0.2176	-0.7859	-1.059	-0.9714	-0.4941	-0.811	-1.286	-0.7859	-1.02725	-1.218	-0.82375	-1.599	-0.7995	-0.6215	-1.029	-0.6215	-0.9159	-1.358	-1.218	-2.12	-2.943
pmrD 	b2259	polymyxin_resistance_protein_B	-0.594600065	0.03225	-4.9545570292	0.2016	0.2141	0.1506	0.3334	-0.1361	0.4751	0.275	0.07039	0.4957	0.1243	-0.6666	-1.029	0.1375	0.3561	-2	-1.786	-2	-1.252	0.4436	-1.0703	-1.152	0.1375	-1.218	-0.811	-1.01795	-0.4941	-0.41825	-0.02915	-0.152	-0.5146	-0.5564	-0.5146	-0.8365	-1.599	-1
ycbG 	b0956	putative_dehydrogenase	-0.655427283	0.032875	-4.9268652954	-0.2009	-0.1047	-0.4344	0.1243	-0.074	-0.05889	-0.074	-0.02915	0.01436	0.09761	0.3448	0.4854	0.2016	0.2987	-0.5353	-0.7612	-0.3401	-0.5995	-0.5353	0.0285	-0.2345	-0.3771	-0.01812	-0.2863	0.017515	-0.8365	-0.34485	-0.4739	-0.4739	-0.5353	-0.2176	-0.7612	-0.737	-1.396	-1.889
wecC 	b3787	UDP-N-acetyl-D-mannosaminuronic_acid_dehydrogenase;_synthesis_of_enterobacterial_common_antigen_(ECA)	-0.685795151	0.03375	-4.8889686876	-0.304	0.04264	0.3448	0.111	-0.3401	0.3896	0.05658	0.01436	-0.3959	-0.152	-0.454	-0.7612	-0.04394	-0.9159	-0.737	-1.150451	-0.152	-0.1361	0.251	-1.6355	-1.218	-1.322	-1.7895	-1.059	-2.0895	-1.644	-0.698	-0.4739	-0.811	-0.5146	-1.434	-0.6897	-1.12	-1	-2.184
b1628 	b1628	orf,_hypothetical_protein	0.698442891	0.03425	-4.8677522017	0.251	-0.1361	0.3896	-0.3401	-0.7131	0.8156	0.3561	0.6415	-0.3771	-0.3219	-0.1844	-0.08927	-0.2176	0.1763	0.6323	0.4751	0.3103	0.2869	0.7655	0.11075	0.5261	0.9928	0.33175	1.57	0.949	0.9855	1.0405	0.7137	0.7908	1.561	1.632	1.007	0.1635	0.4436	0.7485
ansP 	b1453	L-asparagine_permease	-0.560293668	0.034375	-4.8624964763	-0.2009	0.05658	0.6323	-0.5146	-0.2863	0	0.1506	0.2265	-0.2009	-0.08927	-0.02915	0.04264	0.6041	0	-0.6439	-1.029	-1.184	-0.5778	-0.5564	-0.34575	0.01436	-0.7612	0.0638	-0.9434	0.04825	-1.252	-0.643	-1.029	-0.3219	-0.7612	-0.454	0.2141	-1.358	-1.943	-1.837
ppiA 	b3363	peptidyl-prolyl_cis-trans_isomerase_A_(rotamase_A)	-0.611956234	0.03525	-4.8262329323	0.05658	0.5558	0.3219	0.01436	-0.4739	0.4114	0.2016	0.07039	-0.05889	-0.2515	0.2016	-0.3401	0.4114	0.5361	-0.7131	-0.9714	-1.029	-0.5353	-0.04394	-1.40275	-0.3959	0.05658	-1.1385	-0.6215	-1.63	-1.396	-0.609	-1.69	-1.69	-2.737	-2.837	-2	0.263	0.3896	0.3561
pepD 	b0237	aminoacyl-histidine_dipeptidase_(peptidase_D)	-0.730270554	0.0355	-4.8160371652	0.1763	0.3561	-0.08927	0.516	0.7049	0.516	0.275	-0.1203	0.7137	0.5753	-0.152	-0.0145	0.3334	0.4854	0.2265	-0.1844	-0.2515	-0.7612	0.848	-0.3586	-0.2345	0.4542	-0.7565	-0.737	-1.8165	-1.396	-1.198	0.04264	-0.415	-0.9714	-1.396	-0.9714	0.01436	-0.3771	-0.3219
htgA 	b0012	positive_regulator_for_sigma_32_heat_shock_promoters	0.705939579	0.0355	-4.8160371652	-0.05889	-0.2515	0.433	-0.168561	0.3219	-0.5353	-0.2009	-0.415	-0.1681	-0.3585	-1.474	-0.3219	0.07039	0.251	0.3334	0.3219	0.6871	0.926	0.251	-0.04673	-0.08927	0.5361	-0.17685	1.124	-0.089595	0.696	0.661	-0.02915	0.669	1.526	1.043	1.595	1.257	1.433	1.257
b0947 	b0947	orf,_hypothetical_protein	-0.589673642	0.035625	-4.8109661756	-0.2345	-0.1361	-0.02915	-0.2863	-0.2345	-0.1203	-0.2688	-0.3585	-0.454	-0.2345	0.2265	-0.5778	-0.2009	-0.3219	-0.8365	-1.252	-1.474	-1.599	-0.889	-0.33125	-0.7859	-1.434	-0.6013	-1.252	-0.3801	-1.943	-0.9445	-1.152	-0.6666	1.036	-0.9434	-1.089	-1.286	-2.184	-2.737
aroH 	b1704	3-deoxy-D-arabinoheptulosonate-7-phosphate_synthase_(DAHP_synthetase,_tryptophan_repressible)	-0.606642678	0.03575	-4.8059129479	-0.1361	0.2265	0.1635	0.08406	0.3561	-0.04394	-0.05889	0.1763	0.251	0.4005	-0.6215	-0.6215	0.08406	0.3785	-0.7859	-1.358	-0.5995	-0.8365	-0.3771	-0.4344	-0.3401	-0.9159	-0.3972	-1.599	-0.45745	-0.5353	-0.5	-0.6897	-0.4344	-1.286	-0.4941	0.1506	-2	-2	-3.474
ybhC 	b0772	putative_pectinesterase	-0.700088463	0.036375	-4.7809089418	0.08406	0.1763	-0.152	-0.5146	-1.218	-0.02915	-0.1203	-0.0145	-0.2345	-0.415	0.6415	0.05658	0.04264	0.696	-0.415	-0.8625	-0.3219	-0.2515	-0.2515	-1.20925	-1.089	-1.218	-1.4785	-1.515	-1.948	-0.6897	-0.5	-0.3219	-0.1844	-0.737	-0.9434	-0.9159	-1.152	-1.515	-2
yqaB 	b2690	putative_phosphatase	-0.676024662	0.036875	-4.7612131404	0.4542	0.5945	1.007	-0.1047	-0.5146	0.7137	0.6229	0.4751	-0.3771	-0.2176	-0.2515	-0.811	-0.415	-0.6215	-0.3771	-1.515	-0.5995	-0.9159	-0.2688	-0.33835	-0.6439	-0.889	-0.405	-1.644	-0.32475	-2.737	-1.126	-0.4344	-0.5353	-1.358	-1.644	-1.089	-0.7859	-1.556	-1.252
acnB 	b0118	aconitate_hydrase_B	-0.717859675	0.037125	-4.7514651639	0.6323	1.454	0.7655	2.658	2.602	1.245	0.848	0.7312	1.811	1.614	-0.5564	-0.7612	0.1375	0.2141	-0.7612	-0.8625	-1.286	-1.059	0.7137	-0.21563	0.1506	0.4647	-0.42967	-0.415	-0.96275	-1.089	-0.737	-0.1361	-0.2345	-0.2863	-0.6439	-1.396	-0.454	-0.5564	-0.4941
yebK 	b1853	orf,_hypothetical_protein	-0.632898155	0.037625	-4.7321646079	0.02857	-0.5995	-0.4941	-0.415	-1	-0.0145	0.07039	-0.415	-0.2688	-0.9434	-1	-1.286	-0.737	-0.074	-1.396	-1.12	-1.474	-0.9434	-1.434	-1.1575	-0.6897	-1.556	-0.79975	-1.837	-0.9655	-1.089	-1.0295	-1.943	-3.474	-2	-2	-1.322	-1.644	-2.059	-4.644
fpr 	b3924	ferredoxin-NADP_reductase	-0.570550407	0.037625	-4.7321646079	-0.02915	0.08406	-0.2863	0.7225	1.642	-0.5778	-0.454	-0.2515	0.4854	1.263	0.1763	0.5059	0.3896	0.2141	-1.515	-1.252	-0.8625	-1.252	-0.6897	-0.811	-1.059	-1.059	-1.059	-1.434	-0.9302	-0.889	-0.5295	-0.5146	0.3785	0.07039	0.3448	0.1635	-1.644	-0.2688	-1.889
yhcM 	b3232	orf,_hypothetical_protein	-0.586216554	0.037625	-4.7321646079	0.07039	0.111	-0.2863	0.1243	0.2016	-0.074	0.585	0.111	0.4957	1.239	0.01436	0.2388	0.9855	0.1635	-0.6666	-0.2345	-0.152	-0.2176	-0.1203	-0.4263	-0.7131	-1	-0.3357	-0.1844	-0.06805	-0.5146	-0.2782	-0.5353	-0.5995	-0.6439	-0.5353	0.585	-0.5146	-0.811	0.111
tdcR 	b3119	threonine_dehydratase_operon_activator_protein	0.543338397	0.037625	-4.7321646079	0.05658	0.05658	-1.12	0.3896	-0.08927	-1.152	-0.4739	-0.6897	-0.415	-0.02915	0.516	-1.322	-0.074	-0.2515	2.566	0.96341	3.259	-0.4941	0.5753	0.232	0.4114	1.48	0.2265	1.736	0.78785	1	0.7055	0.9635	1.683	0.4222	0.4542	-0.889	2.561	4.207	3.211
hisS 	b2514	histidine_tRNA_synthetase	-0.687193147	0.03775	-4.7273795453	0.433	0.546	0.6041	0.02857	-0.2515	0.5059	0.4005	0.3674	0.07039	0.2016	-0.04394	-0.7859	-0.9159	-0.454	-1	-1.396	-0.8625	-0.737	0.3448	-1.00195	-0.454	-0.454	-2.1425	-1	-2.515	-1.434	-0.626	0.01436	-0.5778	-1.556	-2	-2.396	-0.2009	-0.5353	-0.4941
zwf 	b1852	glucose-6-phosphate_dehydrogenase	-0.619976776	0.0385	-4.698997744	0.04264	0.2869	-0.08927	0.263	0.02857	0.5945	0.05658	0.2265	0.3561	0.1763	0.251	-0.454	0.2869	0.1243	-0.2515	-0.7131	-1.089	-1.184	-0.3771	-0.55235	-0.454	-0.4941	-1.0637	-1.644	-1.89	-1.786	-0.4445	0.2869	0.01436	1.536	-1.396	-0.889	-0.6439	-1.184	-1
mdh 	b3236	malate_dehydrogenase	-0.709237665	0.03875	-4.6896598794	1.104	1.131	0.4957	2.032	1.59	1.077	0.9561	0.9782	1.86	1.561	-0.2688	0.2265	0.9855	1.124	-0.1203	-0.04394	0.3674	0.4436	0.7137	0.36165	0.2388	0.546	-0.233185	0.1635	-0.9445	0.263	-0.14315	0.02857	0.2016	-0.3585	-1.184	-1.556	0.546	0.7908	0.4542
b1627 	b1627	orf,_hypothetical_protein	0.655293462	0.03975	-4.6529013294	-0.04394	-0.3771	0.5753	-0.4739	-0.6897	0.5261	0.4647	0.696	-0.2009	-0.415	-0.1681	-0.2345	0.07039	0.546	1.202	0.873316	0.7049	0.7225	0.696	-0.2532	-0.02915	1.22	0.76025	2.067	1.233	1.531	1.002	0.5656	0.7049	1.632	1.454	1.459	0.01436	0.696	0.3103
yggX 	b2962	orf,_hypothetical_protein	-0.593983527	0.040125	-4.6393547975	0.02857	0.5945	-0.2176	-0.3585	-0.1361	0.1635	0.3448	0.1635	0.3219	0.3103	-0.2176	-0.2688	0.251	0.189	-1.152	-1.286	-1.556	-1.396	0.09761	-0.113	0.2141	-0.0145	-0.01045	-0.6215	-0.29535	-0.3585	-0.2075	-0.6439	-0.2176	-1.059	-1.218	-0.3401	-0.5564	-0.9434	-0.737
